RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Heitzman Anthony,HeitzmanAnthony@gmail.com,12065608314,13-Aug-12,Marketing Manager,Mother Board,ASRock X299 Taichi,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,68.62,282.98,Vida Kline,"Harmoniegasse 3, Baden-Daettwil, AG",500.0,vida.kline@lfg.com,16135550195,Shipped,17-Feb-16,45,329.99,107
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Hendrickson Trina,HendricksonTrina@gmail.com,11539916451,10-Jan-11,Marketing Representative,Mother Board,MSI X299 TOMAHAWK ARCTIC,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,58.06,281.98,Mayola Houston,"Alfred E. Neumann-Weg 3, Baden-Daettwil, AG",500.0,mayola.houston@ecolab.com,16135550126,Canceled,10-Feb-17,119,117.45,117
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Hitchcock Alfred,HitchcockAlfred@gmail.com,14133528143,18-Aug-14,Public Relations Representative,Mother Board,Supermicro X10SAT-O,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,74.89,281.97,Cristine Bell,"Dr. Herbert Bitto Str 23, Baden-Daettwil, AG",2300.0,cristine.bell@kelloggcompany.com,16135550146,Canceled,10-Feb-17,89,349.99,118
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Homberger Adrienne,HombergerAdrienne@gmail.com,13170091261,15-Aug-11,Purchasing Clerk,Mother Board,Gigabyte X299 AORUS Gaming 3,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,53.5,280.98,Shamika Bauer,"Taefernstr 4, Baden-Daettwil, AG",2300.0,shamika.bauer@chrobinson.com,16135550145,Pending,10-Feb-17,83,1418.99,118
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Horton Jayne,HortonJayne@gmail.com,11482011199,30-Mar-15,Purchasing Clerk,Mother Board,Supermicro MBD-X10DAL-I-O,"CPU:LGA2011-3 x 2,Form Factor:ATX,RAM Slots:8,Max RAM:512GB",239.28,40.71,279.99,Rebbeca Day,"Helebardenweg 5, Baden-Daettwil, AG",3500.0,rebbeca.day@textron.com,16135550122,Shipped,02-Jan-17,61,769.99,119
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Houlihan Debra,HoulihanDebra@gmail.com,16044136744,05-May-14,Purchasing Clerk,Storage,Western Digital WD10EZEX,"Series:Caviar Blue,Type:7200RPM,Capacity:1TB,Cache:64MB",35.83,12.05,47.88,Maryrose Cain,"Zum Freundlichen Nachbarn 5, Baden-Daettwil, AG",3500.0,maryrose.cain@loews.com,933453845,Shipped,14-Dec-15,134,127.88,119
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Howard Estelle,HowardEstelle@gmail.com,18815585993,16-Feb-15,Purchasing Clerk,Storage,Seagate ST2000DM006,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",47.93,18.96,66.89,Johnie Rojas,"Ziegenwiese 3, Baden-Daettwil, AG",3500.0,johnie.rojas@itw.com,939249328,Shipped,01-Dec-15,48,2501.69,119
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Hudson Jane,HudsonJane@gmail.com,10298389595,20-Feb-12,Purchasing Clerk,Storage,Samsung MZ-75E250B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,16.9,104.88,Verla Christian,"Am Waldrand 5, Baden-Daettwil, AG",3500.0,verla.christian@synnex.com,939856022,Canceled,02-Dec-16,45,399.99,119
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Hunts Julissa,HuntsJulissa@gmail.com,11866390247,06-Jun-16,Purchasing Manager,Storage,Samsung MZ-75E500B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,20.28,178.09,Teressa Hewitt,"Zur Kantine 9, Baden-Daettwil, AG",1200.0,teressa.hewitt@hormelfoods.com,937315174,Canceled,27-Oct-16,87,1029.99,119
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Hutter Rosalie,HutterRosalie@gmail.com,17388741294,05-Jun-15,Sales Manager,Storage,SanDisk SDSSDA-240G-G26,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,22.78,83.88,Shenna Blair,"Grosse Bahnhostrasse 3, Baden-Daettwil, AG",1200.0,shenna.blair@viacom.com,939806021,Pending,27-Oct-17,40,104.88,122
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Huynh Ming,HuynhMing@gmail.com,11714526298,21-Feb-11,Sales Manager,Storage,Samsung MZ-V6E250,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,34.9,127.88,Latoyia Burt,"Paradeplatz 4, Zuerich, ZH",1200.0,latoyia.burt@hollyfrontier.com,939911090,Pending,14-Dec-16,62,319.99,122
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Immediato Walter,ImmediatoWalter@gmail.com,15296153159,21-Feb-11,Sales Manager,Storage,SA400S37/120G,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,14.36,54.99,Shaquita Norman,"Badenerstr 1941, Zuerich, ZH",3500.0,shaquita.norman@landolakesinc.com,33933453845,Canceled,13-Dec-16,70,289.79,122
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Ivey Rose,IveyRose@gmail.com,16107948550,19-Aug-13,Sales Manager,Storage,Samsung MZ-75E1T0B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",260.23,79.76,339.99,Myrna Romero,"Welschdoerfchen 1941, Chur, ZH",3500.0,myrna.romero@celgene.com,33939249328,Pending,26-Apr-15,82,1274.99,117
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Jackson Maryellen,JacksonMaryellen@gmail.com,11377788191,05-Nov-12,Sales Manager,Storage,Samsung MZ-V6E500,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",209.62,24.38,234.0,Bill Stein,"Le Reduit, Tschiertschen, GR",1400.0,bill.stein@devonenergy.com,33939856022,Shipped,26-Apr-17,133,4139.0,110
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Jacobi Hannah,JacobiHannah@gmail.com,17470922486,30-Sep-13,Sales Representative,Storage,Seagate ST3000DM008,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",61.63,21.98,83.61,Olivia Conrad,"Bendlehn, Trogen, SG",1400.0,olivia.conrad@pbfenergy.com,33937315174,Canceled,09-Apr-15,42,109.99,149
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Jeannite Tayana,JeanniteTayana@gmail.com,11567725833,05-Jul-11,Sales Representative,Storage,Western Digital WDS250G1B0A,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,17.35,89.89,Marianne Bryant,"Spisertor 3, St. Gallen, SG",1400.0,marianne.bryant@genworth.com,33939806021,Shipped,15-Feb-17,57,309.85,149
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Jhaveri Sneha,JhaveriSneha@gmail.com,13588495767,06-Jan-14,Sales Representative,Storage,ADATA ASU800SS-128GT-C,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,14.87,52.65,Dustin Paul,"Langstr 14, Zuerich, ZH",700.0,dustin.paul@yum.com,33939911090,Pending,14-Feb-17,44,319.99,154
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Johnson George,JohnsonGeorge@gmail.com,11228011800,07-Nov-11,Sales Representative,Storage,Seagate ST1000DM010,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,7.19,49.37,Elroy Wolf,"Roessligasse 4, Zurich, ZH",700.0,elroy.wolf@ti.com,9556018319,Pending,14-Feb-17,61,305.0,154
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Johnson Noelle,JohnsonNoelle@gmail.com,18329124938,05-Jan-15,Sales Representative,Storage,Samsung MZ-75E4T0B,"Series:850 EVO,Type:SSD,Capacity:4TB,Cache:4GB",1153.64,346.35,1499.99,Jadwiga Morrison,"Zum Froehlichen Schweizer 3, Zurich, ZH",5000.0,jadwiga.morrison@cdw.com,9559387109,Canceled,24-Jan-17,80,1199.99,154
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Johnston Yen,JohnstonYen@gmail.com,11657640637,07-Jul-14,Sales Representative,Storage,Intel SSDPECME040T401,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,0.0,7123.66,Isabella Ortega,"Chrottenweg, Bern, BE",5000.0,isabella.ortega@paypal.com,9551021924,Shipped,29-Nov-16,92,1449.98,155
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Jung Judy,JungJudy@gmail.com,17427314458,10-Jan-11,Sales Representative,Storage,Western Digital WD2003FZEX,"Series:BLACK SERIES,Type:7200RPM,Capacity:2TB,Cache:64MB",7123.66,0.0,7123.66,Katia Case,"Bruppacher Str 3, Baden-Daettwil, AG",5000.0,katia.case@wm.com,9551487251,Shipped,29-Nov-16,95,89.99,155
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Kampew Donysha,KampewDonysha@gmail.com,9635425800800,07-Nov-11,Sales Representative,Storage,Samsung MZ-V6P512BW,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",7123.66,0.0,7123.66,Enriqueta Odom,"Limmatquai, Zuerich, ZH",1800.0,enriqueta.odom@mmc.com,9558687497,Pending,29-Nov-16,139,1199.99,155
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Keatts Kramer,KeattsKramer@gmail.com,9634476940232,30-Sep-13,Sales Representative,Storage,Hitachi HUS724030ALE641,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",7123.66,0.0,7123.66,Don Hansen,"Dreikoenigsstr 3, Zurich, ZH",1800.0,don.hansen@chk.com,9558035551,Canceled,28-Sep-17,32,419.99,111
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Khemmich Bartholemew,KhemmichBartholemew@gmail.com,9631436179340,19-Aug-13,Sales Representative,Storage,Samsung MZ-V6P2T0BW,"Series:960 Pro,Type:SSD,Capacity:2TB,Cache:2GB",7123.66,0.0,7123.66,Herb Sloan,"Kreuzstr 32, Zurich, ZH",2300.0,herb.sloan@pricelinegroup.com,559556018319,Shipped,27-Sep-17,137,620.95,111
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,King Janet,KingJanet@gmail.com,9637343530817,02-Jul-12,Sales Representative,Storage,Seagate ST10000DM0004,"Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB",7123.66,0.0,7123.66,Blanche Robbins,"1539 Stripes Rd, Baden-Daettwil, AG",2300.0,blanche.robbins@parker.com,559559387109,Canceled,27-Sep-16,67,401.98,112
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Kinsella Kathleen,KinsellaKathleen@gmail.com,9630857457237,26-Sep-11,Sales Representative,Storage,ADATA ASU800SS-512GT-C,"Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",7123.66,0.0,7123.66,Gaynell Burton,"1593 Silverado St, Bangalore, Kar",1400.0,gaynell.burton@oxy.com,559551021924,Pending,27-Sep-17,72,811.99,113
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Kirill Alexandra,KirillAlexandra@gmail.com,9633277064363,26-Sep-11,Sales Representative,Storage,Samsung MZ-V6E1T0,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",7123.66,0.0,7123.66,Marhta Baldwin,"1596 Commando Blvd, Bangalore, Kar",1200.0,marhta.baldwin@guardianlife.com,559551487251,Pending,16-Aug-16,Incorrect,487.3,113
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Knapp Bradley,KnappBradley@gmail.com,9635985726999,17-Feb-14,Sales Representative,Storage,Western Digital WD1003FZEX,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",7123.66,0.0,7123.66,Peter Gamble,"1599 Legend Rd, Bangalore, Kar",5000.0,peter.gamble@mgmresorts.com,559558687497,Canceled,27-May-16,80,136.69,113
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Kretschmer John,KretschmerJohn@gmail.com,9632958718803,10-Jan-11,Sales Representative,Storage,SanDisk SDSSDA-120G-G26,"Series:SSD PLUS,Type:SSD",7123.66,0.0,7123.66,Nathan Callahan,"1600 Target Crt, Bangalore, Kar",5000.0,nathan.callahan@farmers.com,559558035551,Shipped,27-May-17,49,57.98,119
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Kreuger Freddy,KreugerFreddy@gmail.com,9635037151581,07-Mar-11,Sales Representative,Storage,Crucial CT525MX300SSD1,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",7123.66,0.0,7123.66,Tereasa Padilla,"1603 Rebel St, Bangalore, Kar",500.0,tereasa.padilla@jcpenney.com,3507373643,Shipped,27-May-17,86,2799.99,167
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Lajiri Jyoti,LajiriJyoti@gmail.com,9637790876786,10-Nov-14,Sales Representative,Storage,Hitachi A7K1000-1000,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",7123.66,0.0,7123.66,Merrilee Phillips,"1604 Volunteers Rd, Bangalore, Kar",500.0,merrilee.phillips@conedison.com,3508868244,Shipped,26-May-16,148,829.89,167
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Landa Hans,LandaHans@gmail.com,9630514718356,10-Jan-11,Sales Representative,Storage,Samsung MZ-V6P1T0BW,"Series:960 Pro,Type:SSD,Capacity:1TB,Cache:1GB",7123.66,0.0,7123.66,Tisha Mcdonald,"1607 Abwdrts St, Bangalore, Kar",3500.0,tisha.mcdonald@autoliv.com,3508171487,Shipped,07-Sep-16,104,88.99,167
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Langford Lindsey,LangfordLindsey@gmail.com,9630035886046,07-Jan-13,Sales Representative,Storage,Samsung MZ-7KE256BW,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",7123.66,0.0,7123.66,Napoleon Cruz,"1608 Amadeus St, Bangalore, Kar",3500.0,napoleon.cruz@cognizant.com,3506107186,Canceled,07-Sep-16,122,741.78,91
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,Langton Enrico,LangtonEnrico@gmail.com,913552947,09-Jul-12,Sales Representative,Storage,Seagate ST2000DX002,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",7123.66,0.0,7123.66,Basilia Downs,"1610 Betrayal Crt, Bangalore, Kar",5000.0,basilia.downs@vfc.com,3505579457,Pending,24-Aug-16,70,1449.98,94
Australia,Australia,New South Wales,Sydney,2901,12-98 Victoria Street,Sydney,LaRotonda William,LaRotondaWilliam@gmail.com,34598372012,06-Jan-14,Sales Representative,Storage,Western Digital WD5000AACS,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",7123.66,0.0,7123.66,Alessandra Estrada,"1614 Crackers Rd, Bangalore - India, Kar",2300.0,alessandra.estrada@ameriprise.com,3503238714,Shipped,16-Aug-16,138,2377.09,94
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Latif Mohammed,LatifMohammed@gmail.com,34283949223,02-Apr-12,Sales Representative,Storage,SanDisk SDSSDHII-240G-G25,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,0.0,7123.66,Sherron Flores,"1615 Crackers Crt, Bangalore - India, Kar",5000.0,sherron.flores@fnf.com,573507373643,Canceled,14-Aug-17,125,2200.0,173
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Le Binh,LeBinh@gmail.com,34168776319,02-Oct-16,Sales Representative,Storage,PNY SSD7CS1311-120-RB,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",7123.66,0.0,7123.66,Elicia Townsend,"1618 Footloose St, Bangalore - India, Kar",900.0,elicia.townsend@csc.com,573508868244,Pending,12-Aug-17,71,417.98,178
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Leach Dallas,LeachDallas@gmail.com,34772506263,26-Sep-11,Sales Representative,Storage,PNY SSD9SC240GMDA-RB,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,0.0,7123.66,Percy Hernandez,"1619 Footloose Rd, Bangalore - India, Kar",900.0,percy.hernandez@lb.com,573508171487,Shipped,12-Aug-17,117,713.99,81
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,LeBlanc Brandon,LeBlancBrandon@gmail.com,34939019986,05-Jan-16,Sales Representative,Storage,Crucial CT1050MX300SSD1,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",7123.66,0.0,7123.66,Shelia Cain,"1621 Gargon! Blvd, Bangalore - India, Kar",600.0,shelia.cain@jacobs.com,573506107186,Canceled,09-Mar-17,125,1899.99,178
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Lecter Hannibal,LecterHannibal@gmail.com,34524504044,14-May-12,Sales Representative,Storage,Western Digital WDS250G1B0B,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",7123.66,0.0,7123.66,Charlene Booker,"8110 Jackson Rd, Ann Arbor, MI",200.0,charlene.booker@republicservices.com,573505579457,Canceled,07-Mar-17,130,1314.99,178
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Leruth Giovanni,LeruthGiovanni@gmail.com,34880872504,30-Apr-12,Sales Representative,Storage,Samsung MZ-75E120B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,14.58,88.99,Mac Mckay,"101 N Falahee Rd, Jackson, MI",300.0,mac.mckay@principal.com,573503238714,Pending,12-Jun-16,115,2998.89,178
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Liebig Ketsia,LiebigKetsia@gmail.com,34727983724,30-Sep-13,Sales Representative,Storage,Western Digital WDS500G1B0B,"Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",106.89,42.99,149.88,Jamison Merritt,"555 John F Kennedy Rd, Dubuque, IA",500.0,jamison.merritt@rossstores.com,297916,Shipped,05-Sep-16,56,1073.99,179
North America,,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Linares Marilyn,LinaresMarilyn@gmail.com,34179213148,05-Jul-11,Sales Representative,Storage,Hitachi HUA723020ALA640,"Series:Ultrastar 7K3000,Type:7200RPM,Capacity:2TB,Cache:64MB",45.18,14.81,59.99,Quinton Woods,"1691 Asbury Rd, Dubuque, IA",500.0,quinton.woods@bedbathandbeyond.com,1440378,Shipped,05-Sep-17,99,2554.99,179
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Linden Mathew,LindenMathew@gmail.com,34319291943,08-Jul-13,Sales Representative,Storage,Western Digital WD2500AVVS,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,2.92,,Cathey Mcdowell,"113 N 1St St, Minneapolis, MN",1200.0,cathey.mcdowell@csx.com,4485108,Canceled,19-Feb-17,87,620.95,179
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Lindsay Leonara,LindsayLeonara@gmail.com,34802503805,21-Jan-11,Shipping Clerk,Storage,Seagate ST1000DX002,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,12.65,68.06,Deneen Hays,"1409 Willow St # 600, Minneapolis, MN",1200.0,deneen.hays@toysrusinc.com,3752664,Shipped,31-May-15,138,686.99,180
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Lundy Susan,LundySusan@gmail.com,34164839357,08-Jul-13,Shipping Clerk,Storage,Crucial CT275MX300SSD1,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,18.67,97.88,Jackson Morin,"85 High St, Buffalo, NY",1200.0,jackson.morin@sands.com,1236177,Canceled,22-Oct-16,106,1504.99,181
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Lunquist Lisa,LunquistLisa@gmail.com,461868135,19-Aug-13,Shipping Clerk,Storage,Seagate ST31000340NS - FFP,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,9.59,43.99,Margo Hoffman,"2979 Hamburg St, Schenectady, NY",1200.0,margo.hoffman@leucadia.com,7623837,Pending,11-May-17,76,721.99,182
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Lydon Allison,LydonAllison@gmail.com,34064019817,16-Feb-15,Shipping Clerk,Storage,Western Digital WD101KRYZ,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,129.68,443.64,Adah Myers,"810 Race St, Philadelphia, PA",1900.0,adah.myers@dom.com,6790297916,Pending,03-May-15,126,579.99,182
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Lynch Lindsay,LynchLindsay@gmail.com,34984281863,07-Nov-11,Shipping Clerk,Storage,Crucial CT525MX300SSD4,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",121.92,29.07,150.99,Florene Craig,"135 S 18Th St # 1, Philadelphia, PA",2300.0,florene.craig@ussteel.com,6791440378,Canceled,20-Feb-17,106,295.72,183
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,MacLennan Samuel,MacLennanSamuel@gmail.com,34180057504,24-Sep-12,Shipping Clerk,Storage,Western Digital WD2500AAJS,"Series:Caviar Blue,Type:7200RPM,Capacity:250GB,Cache:8MB",15.23,1.76,16.99,Janey Burris,"5565 Baynton St, Philadelphia, PA",2400.0,janey.burris@l-3com,6794485108,Shipped,20-Feb-17,75,397.42,183
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Mahoney Lauren,MahoneyLauren@gmail.com,34316580179,06-Jan-14,Shipping Clerk,Storage,Western Digital WD20EZRZ,"Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",58.01,9.33,67.34,Evelina Campbell,"1751 Madison Ave, Council Bluffs, IA",3500.0,evelina.campbell@edisoninvestor.com,6793752664,Pending,10-Oct-16,86,1388.89,183
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Manchester Robyn,ManchesterRobyn@gmail.com,34493253248,11-May-16,Shipping Clerk,Storage,Western Digital WDS256G1X0C,"Series:Black PCIe,Type:SSD,Capacity:256GB,Cache:N/A",85.87,24.12,109.99,Thi Maxwell,"310 Broadway St, Alexandria, MN",3600.0,thi.maxwell@entergy.com,6791236177,Shipped,10-Oct-16,80,645.99,183
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Mancuso Karen,MancusoKaren@gmail.com,34558645739,05-Jul-11,Shipping Clerk,Storage,SanDisk SDSSDHII-480G-G25,"Series:Ultra II,Type:SSD,Capacity:480GB,Cache:N/A",102.62,38.94,141.56,Aleshia Reese,"2674 Collingwood St, Detroit, MI",3700.0,aleshia.reese@adp.com,6797623837,Shipped,02-Oct-16,131,645.99,184
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Mangal Debbie,MangalDebbie@gmail.com,34542953201,11-Nov-13,Shipping Clerk,Storage,Kingston  SV300S37A/120G,"Series:SSDNow V300 Series,Type:SSD,Capacity:120GB,Cache:N/A",45.93,13.94,59.87,Dorotha Wong,"660 Woodward Ave # 2290, Detroit, MI",3700.0,dorotha.wong@firstdata.com,5836723,Canceled,02-Oct-16,121,1431.99,184
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Martin Sandra,MartinSandra@gmail.com,34777040027,11-Nov-13,Shipping Clerk,RAM,Kingston (KVR800D2N6/2G) DDR2 2GB,"Series:DIMM, Type:DDR2,Capacity:2GB,Frequency:800Mhz",760.0,190.0,950.0,Estela Donovan,"2017 Convoy St, Tokyo,",2400.0,estela.donovan@blackrock.com,8427261,Pending,02-Oct-16,63,479.99,184
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Maurice Shana,MauriceShana@gmail.com,885642496,31-May-11,Shipping Clerk,RAM,Hynix Genuine (H15201504-11) 4 GB DDR3,"Series:Genuine, Type:DDR3, Capacity:4GB, Frequency:N/A",1365.0,210.0,1575.0,Hassan Rivers,"Piazza Del Congresso 22, San Giminiano, ",3600.0,hassan.rivers@westrock.com,9920257,Shipped,02-Oct-16,82,863.98,184
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Carthy B'rigit,CarthyB@gmail.com'rigit,610157931,30-Mar-15,Shipping Clerk,RAM,HP (500203-061) 4GB DDR3,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",2980.0,192.0,3172.0,Jen Mcmahon,"2033 Spartacus St, Samutprakarn, ",3700.0,jen.mcmahon@voya.com,3003798,Canceled,29-Sep-16,41,645.99,185
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Mckenna Sandy,MckennaSandy@gmail.com,34006756823,07-Jan-13,Shipping Clerk,RAM,Corsair Vengeance LPX (CMK8GX4M1A2400C16R) 8GB,"Series:16-16-16-39, Type:DDR4, Capacity:8GB, Frequency:2400Mhz",5790.0,200.0,5990.0,Barbie Carter,"Via Del Disegno 194, Milano, ",1500.0,barbie.carter@sherwin.com,2120318,Canceled,29-Sep-16,118,54.99,185
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,McKinzie Jac,McKinzieJac@gmail.com,34656383561,06-Jul-16,Shipping Clerk,RAM,Hynix (H15201504-8) Genuine DDR2 2 GB,"Series:Genuine, Type:DDR2, Capacity:2GB, Frequency:N/A",299.0,200.0,499.0,Cleo English,"1605 Bazigar Crt, Pune,",5000.0,cleo.english@hiltonworldwide.com,9638804,Pending,29-Sep-16,133,1199.99,88
North America,Mexico,Distrito Federal,Mexico City,11932,Mariano Escobedo 9991,Mexico City,Meads Elizabeth,MeadsElizabeth@gmail.com,34259753268,02-Apr-12,Shipping Clerk,RAM,Hynix 1333FSB 4GB DDR3,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",1565.0,225.0,1790.0,Liana Pena,"1609 Pakija Rd, New Delhi, ",3700.0,liana.pena@corning.com,3545836723,Shipped,24-Aug-17,80,1805.97,88
